,Customer Reviews,Compound Score,Positive Score,Neutral Score,Negative Score
325,"The best kabobs around, ÌâåÊI've tried the gyro wrap, lamb kabob and the Greek burger. All are fantastic! The owner Niki is so sweet as is her friend Giti, worth the drive from anywhere!",0.9542,0.374,0.626,0.0
326,"The flavor of the chicken kebab was really good, a little different than what you might be used to. ÌâåÊSo was the rice. ÌâåÊReally good food, I'd go back again if I'm in the area.",0.7496,0.166,0.834,0.0
327,Went in to have the chicken kebab platter. The food was amazing!! Came with a salad rice grilled tomato. Great place and looks real neat!!,0.9196,0.365,0.635,0.0
328,This restaurant is the best I'm so in love with the original gyro kebab and the ÌâåÊbaklava is amazing I will always come here as long as your open see you real soon,0.9411,0.345,0.655,0.0
329,I had the filet platter and it was excellent - tender and juicy. My boyfriend had the salmon platter with a side of gyro. I tried both. The salmon was seasoned well and juicy. My boyfriend loved both.,0.8658,0.238,0.762,0.0
330,"This place is very good, the staff very friendly and appreciative of business!! ÌâåÊMy salad was a little over priced, but no doubt the food was good!",0.7087,0.314,0.526,0.159
331,"I grew up eating Greek food (it was always my favorite), and this place stands out: AMAZING, A+ across the board (outstanding flavor, quality, and service). Just eat it",0.6739,0.144,0.856,0.0
332,"Love the gyros here since they pack it in with that delicious and tender meat, instead of leaving you with mostly veggies and tzatziki sauce, like some places. ÌâåÊTheir lamb plate and sides are no joke either. About the best Mediterranean cuisine you can get in the area without breaking the wallet",0.9393,0.258,0.708,0.034
333,"Great food. Lunch was amazing! Super flavorful and great addition to Downtown Santa Ana. I went during the lunch hour, super fast service in and out within the hour. Great Service very well cooked.",0.981,0.506,0.494,0.0
334,I ordered a gyro and it wasn't very good. The tzatziki sauce had an off flavor which ruined the whole thing. The meat was okay but I thought it was lame that they just put a crappy looking piece of iceberg lettuce in it. There are plenty of other places where you can get a much better gyro.,-0.7999,0.082,0.726,0.192
335,"So I would give this place five stars for the quality of their food but was not happy with their service. We ordered online and got a couple Mediterranean Kebab Sampler Platters (online price $13) and one combination platter (online price $15) figuring it was more food for two people to share. When it came, it was way less food and didn't get hummus. When I called to question why the price was higher for less food, he tried to explain that it depended on which kebabs you picked (but even though we picked the cheapest, it was still going to be the max price). ÌâåÊI said then we should have ordered the steak kebab and he said, well no it was still the same price. He said the sampler platter was mispriced and it was really $14 but that still didn't make sense how it is cheaper for more food. When I tried to clarify he just asked well what can I do for you because I have a line of people. I understand that he probably had other customers but felt rushed and cut off and didn't have a good explanation. I felt that they didn't give us the correct food and didn't want to rectify the situation. I was disappointed and wish they had priced their food correctly especially since it is so good",-0.859,0.049,0.862,0.089
336,"Had lunch here for the first time today. The chicken kebab was very good, some of the juiciest chicken I have ever had. The rice was also great, especially when combined with the yogurt sauce. My son ate the steak plate and thought it was delicious. Food all seemed fresh, and customer service was wonderful. Will definitely be back for more.",0.9623,0.267,0.733,0.0
337,"This place was amazing. I love Mediterranean and Middle Eastern food and this is my new favorite place. And it's only 2 blocks from my office. The green sauce is heaven. And everything was cooked perfectly, I had the chicken kebab. I'm definitely returning!",0.9665,0.374,0.592,0.033
338,"This place has FANTASTIC Gyros meat. ÌâåÊYou can't find Gyros very many places so when this one opened less than a block from my office I was beyond excited. ÌâåÊThe meat is so good. ÌâåÊIt's not the kind you put in the office that's frozen, no this is the true legit stuff that comes off a spit! ÌâåÊThe portion sizes are nice so you won't leave hungry. ÌâåÊThe pita's are fresh and warm. ÌâåÊThe tzatziki sauce is really flavor full. ÌâåÊThe hummus isn't bad but it's not my cup of tea...it's very heavy in the garlic department so if your warding off vampires you will love this!",0.9418,0.194,0.762,0.044
339,This place is not as good as the pictures and reviews say. ÌâåÊIt is expensive for the amount. The chicken didn't have much taste. The full meal was 12.95 for lunch. ÌâåÊThere are other places cheaper. Do not recommend,-0.5448,0.0,0.891,0.109
340,"WONDERFUL FRESH FAST FLAVORFUL FOOD!! And friendly, cheerful, smiling service to boot. Perfect portions that are perfectly priced too!! Just had a perfectly filling lunch made up of some of their sides--the gyro side with a side of pita and a side of tatziki sauce--for under $6!! And they are not stingy on your meat! This is one of those places where it would be a tragedy if they ever closed shop.",0.9772,0.335,0.585,0.08
341,"This is one of the great additions to DTSA - great food, awesome friendly staff, nice comfy clean restaurant. the food really is truly awesome, great for lunch, but get there early b4 lunch crowd hits! My only wish is they were open on Sunday and later in the evening! KP will not disappoint!",0.975,0.4,0.6,0.0
342,Had this place for the second time at lunch today. The Gyro kebab plate never fails. Not a ton of seating. Everything is around $10 a person but is very good.,0.7145,0.181,0.819,0.0
343,"I was in the area for a business meeting. The signs grabbed my attention I'm a huge fan of Kabob! As I walked in, I was warmly welcomed by the owner and got help on what to order from the menus. I had chicken kabob with some garlic yogurt and hummus. The food was hands down the best option in the entire neighborhood. You must stop by if you are visiting Santa Ana for the first time. If you are a local, then I'm sure you will try more than once.",0.9432,0.197,0.78,0.023
344,have been here a couple of times and absolutely love the food. Today I went back for lunch with my co-worker and decided to try their cheeseburger. It was so flavorful and juicy and the seasoned fries were delicious. The service was great too. The server was friendly and fast. Will definitely continue going here for lunch.,0.9595,0.267,0.733,0.0
345,"I don't know what the deal is with this place. I came by because I was on jury duty and it had good reviews here on Yelp. I was supremely disappointed. I gave two stars rather than one ONLY because the employees were friendly.First of all, the place was nearly empty when I got there (I beat the rush), but it still took over 20 minutes to get my food. A rush came in after I sat down; I can't imagine how long they must have been waiting. I did notice that some takeout orders were going out, so maybe that's what slowed them down. Regardless, when you have a limited time for lunch, a 20 minute wait is not great.Secondly, the food was really weird. I ordered a lamb kebab platter. I got a large oval plate with a HUGE amount of rice (seriously, probably 2X or 3X the amount of rice I'm used to getting at places like this), maybe 4-5oz of meat, two pieces of grilled tomato, one half of a jalapeÌÄå±o, and 4 triangles of pita. Oh, and about a tablespoon of sauce in a small container. The meat tasted reasonably good (maybe a little over-cooked), the pita was ok, and I liked the sauce. But the proportions of everything were way out of whack. I almost laughed when I saw how much rice there was in comparison to vegetables and meat.I almost never complain about pricing on Yelp because I'm happy to pay for good food (and I think people are way too quick to complain that something is ""overpriced""). But this is unreasonable enough that I can't in good conscience let is pass without mention. For the aforementioned plate of mostly rice with a little bit of meat, plus a fountain soda (more on that in a moment), I paid just over $18. Plus tip - there's a tip line on the receipt, and I would have felt like a jerk leaving it blank, so make it $21.Finally, something was really off with the fountain drink. I ordered Diet Coke, and it tasted nothing like Diet Coke. I'm not sure if it was a knockoff brand, or the syrup was expired, or what, but it was NOT Diet Coke. It also had a bit of a ""musty"" taste to it. Maybe just poor quality product, or maybe the equipment wasn't clean? Anyway, I took a few sips and threw it out. I'll also note that the fountain is behind the register, so you can't regulate your own ice/soda ratio or do your own refills (an extremely minor point that wouldn't warrant a mention if it weren't for all the other stuff).Anyway, maybe I came on an off day and ordered the wrong stuff. I don't know what else explains all of the very positive reviews of this place. Believe it or not, I'm a pretty positive person, I like most of the places I eat, and I only leave negative reviews on Yelp if I think it's important. In this case, my experience was bad enough, and the other reviews so out of sync with it, that I feel I HAVE to add some balance.One other probably irrelevant point I should mention. Last time I was on jury duty, about two years ago, I had an eerily similar experience at a different restaurant in this EXACT SAME location. It was a burger place, it had a bunch of really positive reviews, the wait was long, and the food mediocre. Maybe this location is cursed? Maybe I am? I don't know. All I can say is that next time I have jury duty, I will not eat at whatever restaurant happens to be occupying this storefront. There are plenty of other good places to eat near by.",0.9824,0.114,0.81,0.076
346,"First time here today with my beautiful wife and now we are so stuff that we have to go take a nap. :)Good food, great service the owner is an awesome guy and the portions are big enough to feed anyone I will definitely be coming back here... Multiple times..... and they deliver!!!",0.9491,0.25,0.75,0.0
347,"Super friendly, food was Amazing ! Chicken platter is awesome. Chicken was done right and nailed it ! Felt like eating a meal at home. Def coming back here ! Even served us a lentil soup on the house for dining in!",0.9621,0.368,0.632,0.0
348,"Best Mediterranean food, I absolutely love the lamb kabob. Their breakfast is also one of my favorites. Staff are ÌâåÊwry friendly and helpful.",0.9552,0.507,0.493,0.0
349,Very slow service. Hoped to get a quick bite to go and it took 25 minutes to get a gyro. ÌâåÊAnd the gyro was nothing to write home about.,0.4336,0.099,0.901,0.0
350,"This place is a hidden gem! It's on 4th Street across from starbucks. I have tried the pates and wraps, ÌâåÊeverything is delicious! Only Mediterranean place I know of in DTSA.",0.6467,0.137,0.863,0.0
351,"Very fresh & delicious Persian cuisine. Had lamb kabobs & salmon kabobs, excellent! Cooked perfectly , lots of healthy salad on side. Very nice owner and staff. Sat outside and enjoyed the sun. We'll be back when in area.",0.9746,0.451,0.549,0.0
352,"At first I was I don't know about this place, but after having the steak kebab. I was well worth it. A must have if your around the area...",0.6124,0.179,0.821,0.0
353,"Service needs work. I called, wanting to place an order for delivery, and the guy who picked up just said ""yeah, we're really busy... so..."" and didn't want to take my order. I've never had a place do that to me before. Like yeah, I understand having to wait longer for delivery when you're busy, but refusing to take an order at all? The food might be great here, but since they didn't want my business, I have no way of knowing. Because of this negative experience, I won't be trying it anytime soon.",-0.7056,0.086,0.772,0.142
354,Had a gyros wrap the lady chicken kabob both were delicious and next time I'm going to get the Greek stoner fries.,0.5719,0.156,0.844,0.0
355,"Best spot for kebabs, gyro and delicious wraps in down town Santa Ana . I personally love the foods there",0.9201,0.446,0.554,0.0
356,I'm a picky eater but I got the stoner fries and mushroom burger and it was awesome! Owner/staff was very friendly and even gave me tatziki on the side so I could try it out since I never have. If I didn't live in AZ I would absolutely eat here again!! And my friend with me loved it as well. A++,0.9789,0.32,0.68,0.0
357,"So happy this place opened in downtown Santa Ana! ÌâåÊSo far, I've tried the chicken kebab, the lentil soup and the stoner fries. ÌâåÊAll amazing! ÌâåÊThe staff is also very friendly and service is very fast. ÌâåÊTry it. You won't be disappointed.",0.9374,0.275,0.725,0.0
358,"I love this place good food, good service.... The family runs it and does it well, a nice variety, their Greek fries... Yum... Huge serving, the lamb and beef are so tender... I'll be going back again",0.9451,0.372,0.628,0.0
359,Love this place! Take out was super fast. Can't go wrong with any of the wraps. My favorite is chicken kebab plate. ÌâåÊSo much yum.,0.9318,0.399,0.601,0.0
360,Food is really good but we waited 50 minutes to get our food. ÌâåÊ They dropped some of it and had to start over too. ÌâåÊGreat food. Terrible service. ÌâåÊCome here at your own risk.,-0.6911,0.051,0.782,0.166
361,"In a town full of fast food and Mexican restaurants, this restaurant is a hidden gem. The food was visually pleasing and made my tastebuds feel like they were on cloud 9. The chicken was beautifully cooked and the service was the best service I've ever experienced. The employees treated me more like a guest than a customer. I can't wait to go back to experience more!",0.9485,0.225,0.775,0.0
362,The Kebab Place is amazing! I had the chicken kebab with the BEST seasoning. I also love the pita bread & hummus. I will definitely be coming back.,0.9263,0.416,0.496,0.089
363,the food is terrible ÌâåÊand way over price the chicken kabob is way to dry and burn i spend 40 dollars for a kabob plate and 2 burgers and the pattys tasted frozen no flavor whats so ever wont be coming back here even if they pay me,-0.6908,0.0,0.862,0.138
364,"This has to be the best food I've ever tasted in my life! I started going once weekly because I couldn't get enough of it! I even brought my boyfriend here and he said, and I quote, ""this may be the best meal I've ever had."" *mind blown* The flavor of the food is amazing. I've never tasted anything that comes even close. My go to is the chicken kebab plate . A MUST try! I also get a side of hummus which is to die for. My boyfriend had the steak plate and loved it as well. A tip if you're grabbing your meal to go around lunch time, call ahead! Trust me! The line just to order can take around 20 minutes and then you'll be waiting for your food to be made after that. It's definitely worth the wait though. I live an hour plus away but work around the corner. It's so good, I would bear the drive on my off day to have it :) don't take my word for it. See for yourself!",0.9715,0.146,0.841,0.013
365,"Yay! I've finally found a place to satisfy my gyro fix! I did pass the restaurant twice before finding it. Just remember it's right across the Starbucks haha. I ordered, ""The Original Gyro"" wrap. They were generous with the portion of gyro, the lamb/beef gyro had delightful seasoning, the pita was nice and warm, and my favorite part of this gyro wrap was the tatziki and the feta cheese spread on the pita bread. ÌâåÊOverall, I had a pleasant time consuming my wrap and will definitely coming back to try their, ""Stoner Fries.""",0.9758,0.288,0.653,0.059
366,Not your average Mediterranean food. Best basmati rice I've ever encountered. The signature sauce had enough of a subtle kick to bring me back for more. We're definitely going to come back next time we're in downtown Santa Ana.,0.8008,0.166,0.834,0.0
367,"Hands down, best kebob I've ever had. Packed with quality meat. Huge portions. Very friendly staff. Every time in the area for business, I'll be sure to stop here for a quick lunch.",0.8777,0.296,0.651,0.053
368,"This gem of a place opened up recently in DTSA. I tried the lamb kababs, chicken kababs and the salmon kababs and they were all excellent!! The green and white sauces compliment the meal very well. Must try this place!!!",0.885,0.228,0.772,0.0
369,"I was craving falafel on a recent trip to Santa Ana and Yelp came to the rescue. Not only was the food amazing, flavorful and fast, but the service was top-notch. We were checked on by the owner who then proceeded to bring us a plate of baklava (fabulous!) and a small bouquet of roses. It was a great experience all the way around.",0.8883,0.158,0.842,0.0
370,private of us to get a reporting that ÌâåÊthis place is out of business and closed down. ÌâåÊ I Was very disappointed by Yelp for still having this location. ÌâåÊIt was horrible experience since I was really hungry and hopefully will be taking down off the maps.,-0.6032,0.058,0.806,0.136
371,"Food from this restaurant was ordered for an office party. ÌâåÊThe rice was dry and the lamb, well, it wasn't jerky, but was nearly as dry as jerky. ÌâåÊBoth lacked taste. ÌâåÊThe green salad, however, was average (greens, tomato, onion feta, olives, cucumbers). ÌâåÊ Nothing to write home about. ÌâåÊNo reason to return.",0.34,0.063,0.938,0.0
372,"This place is my all time favorite place in DTSA. The owner is friendly, service is great and the food is top notch and unpretentious. If you want a fried egg on top of your deconstructed sandwich go to 4th street market, but if you want some honest good food come here.",0.9464,0.326,0.674,0.0
373,Great food. Large portions!!! Friendly service. Had the Greek Angus Burger and Stoner Fries. Both were awesome. Will surely come back to try their other stuff.,0.9449,0.408,0.592,0.0
374,"YUM. Didn't know it would be that good. Chicken was incredible and gyro sandwich to die for. If I am ever in Santa Ana again (ever.), I will come back. Very impressed!",0.3989,0.176,0.72,0.104
375,"I am pretty impressed with this place. ÌâåÊIt's clean and hip, the food tastes great and the portion sizes are bigger than I expected for the price. ÌâåÊParking can be a little hard to find right out front but there's plenty of structure parking within a block or two. ÌâåÊI had a chicken kebab plate with half and half rice / salad. ÌâåÊYummy!",0.4476,0.137,0.788,0.076
376,"Best chicken ever, very juicy, tender, the taste is amazing, it has an outstanding color as well the chicken kebab platter is a MUST TRY! The original gyro wrap is one of my absolute favorite from the menu! The Gyro meat is scrumptious, another great must try are the STONER FRIES, omg you get full, just with that plate alone, gyro meat, feta cheese, taziki sauce on top. The seasoned fries are bomb ASF, super delicious, made as soon as you order! By far the greatest tasting food in DOWNTOWN! Great place, small but great for social gatherings. I visit almost daily . Staff is very friendly, and helpful. Owner of restaurant is a great character, sweet, and very caring of his customers. 100% satisfied with the food quality & service!",0.9955,0.367,0.612,0.021
377,"I recently visited downtown Santa Ana for the first time in over 5 years. The area is quite charming and full of locals and tourists. Kebab Place sits right across the Starbucks, about a block or so from Chapter One (another one of my favorite spots). I was pleasantly surprised to find a very clean, modern spot, with a great Persian/Greek-inspired menu. Lots of delicious options to choose from. The great thing about this place is that although it's casual, the portions are large and the food is mouth watering. Kebab Place even serves up a special ""creamy cilantro"" sauce- absolutely delicious with the hot pita bread served on the side with your dish. I would highly recommend this spot for lunch or dinner. I got a chance to chat with the new owner (Hooman), and he mentioned that they'll start to serve breakfast wraps and sandwiches soon. I think it'll be a great option for the many office buildings and residents around the area. I'll definitely be visiting again very soon!",0.9904,0.24,0.728,0.032
378,"Excellent fresh food! French fries were perfect and crispy. Delicious chicken kebab. A little pricey, ÌâåÊbut you get a lot for your money. It's a bit hot inside this location (was the same for the restaurant before), so maybe a few fans would help.... but it's expected in Santa Ana in the summer. Overall, I definitely recommend this place!",0.9335,0.251,0.749,0.0
379,"GREAT!!! This place is amazing, had the gyro wrap, chicken wrap, and gyro burger. Everything came out on time and the server/cashier was attentive and kind.Food was perfectly seasoned, fair amount, and flavorful. The owner was the nicest person we've ever met. He saw that we had a big group so he gave us a large plate of gyro fries on the house. Really recommend anybody craving wraps, burgers, or Mediterranean food to make it a priority to come here. Great and great service!",0.9855,0.295,0.705,0.0
380,"I don't write a lot of reviews but I have to give this local business credit and support them because their food and service are amazing! ÌâåÊFilet steak kabob plate is delicious. ÌâåÊQuality of meat is outstanding. ÌâåÊGreen Sauce served with pita bread, hummus and tzakti sauces are the best I've had at any Mediterranean food place. ÌâåÊPlease give this place a shot you won't regret it. ÌâåÊStaff is very friendly and welcoming. ÌâåÊSpeedy service for lunch for those of us that work in DTSA.",0.9907,0.35,0.61,0.04
381,A little pricy but it was good. I was expecting sauce included with the chicken kabob plate to be garlic sauce but it was a cilantro sauce instead. Which is good as well but I prefer garlic sauce. If you search around you can find cheaper places that give you more food. But I'm assuming it's more expensive because of the Santa Ana location.,0.8847,0.154,0.846,0.0
382,This was the best food I've had in a really long time!!!! I was going for a walk and walked past this place. It smelled so good I had to go in. I ordered the Chicken Kebab and it was amazing!!! Gita and her family took care of me. I felt like I was eating at a family gathering. First she brought me lentil soup that was perfectly seasoned. Next she brought me salad and pita bread with a green sauce. I'm not sure what the sauce was but it tasted like a cilantro jalapeÌÄå±o cucumber sauce. It was amazing as well. Then my entrÌÄå©e came. I was blown away by my first bite!!! I could eat this place everyday!!,0.9653,0.199,0.772,0.029
383,"Very delicous food. Great location, and very hospitable personnel. Definitely recommend the lamb.",0.8698,0.496,0.504,0.0
384,"Saw this place when browsing through Yelp, so glad I decided to look into it. I was being lazy and decided to use the advertised Eat24 ordering they had set up and got the chicken kebab dish for take out. When I went to pick it up, there was minimal wait time as it was being fresh made and I was offered to join their rewards program for a free lentil soup. The lentil soup is a must try! It is absolutely delicious! Besides that, the customer service is incredible. Everyone working there is happy to help you and give the best recommendations. They are very friendly and will help you with any questions you may have. Now the chicken kebab, it was delicious as well and came with several sauces and fresh baked pita bread. Only issue, chicken started to taste a bit dry but I have a feeling that's because I didn't eat it until after I walked home with it. If you have it fresh in the store, you won't be disappointed. It's listed as a must try and it really is a must try dish. I highly recommend this place for delicious fresh made dishes to satisfy many cravings and make sure you try their lentil soup!",0.9932,0.244,0.74,0.017
385,This place is the best! ÌâåÊGet the chicken kabob plate with half rice half salad. You won't be disappointed!,0.8094,0.302,0.698,0.0
386,Just had a great lunch! The gyro was very meaty with great spices. Hummus was really good too. They serve it with a really lovely green herb tapenade that was a little spicy but added an interesting piquant to the flavors. There is a new owner and he was very gracious. He brought out some really great Lebanese baklava. It was very moist and not too sweet. I'll come again!,0.9707,0.289,0.674,0.037
387,So happy this place opened up! It's delicious AND healthy. Love me some Chicken Kebab (both the wrap and the plater). Great service too :),0.9719,0.536,0.464,0.0
388,We drove from L.A. to try this place out. We tried a special kebab fried rice and LOVE the fabulous food and amazing service! We also love their homemade cilantro and yogurt sauces!! Hooman (the business owner) is super friendly and we enjoy the warm hospitality from him to make us feel at home!! Will definitely come back to try other things on their menu.,0.9883,0.394,0.606,0.0
389,"We stopped here for lunch on a Saturday and were very pleased. ÌâåÊThe service was excellent and the food was wonderful. ÌâåÊWe had pita and hummus, a chicken kebab plate and a Greek salad. ÌâåÊPortions were quite large and very tasty. ÌâåÊWe don't live nearby but will definitely stop when we are in the area.",0.7267,0.171,0.743,0.087
390,"I ate here for lunch today. It was quick and convenient. I ordered the gyro wrap, and it was huge. Thankfully, I did not get fries because I couldn't finish the entire wrap. It was tasty and had plenty of sauce (no need to order extra like I did). I would go back.",0.765,0.147,0.853,0.0
391,"The ABSOLUTE BEST Gyro I have ever had and their signature sauce is just delicious (wish they would sell in big jars to buy and take home). ÌâåÊI want to try other items but just can't get pass the gyro... so, so, so good! ÌâåÊI drive from Costa Mesa just to have one.... I need to remember they are not open on Sunday....",0.9167,0.184,0.816,0.0
392,"I've only tried the stoner greek fries so far, but they were great...huge portion with a load of gyro meat. ÌâåÊI was getting over the craziness of Crave at lunch time and this was a great option. ÌâåÊFresh food. Friendly staff. ÌâåÊDirectly across from Starbucks...easy to miss, but don't miss it!",0.722,0.167,0.716,0.117
393,Best chicken kebab ever. Passionate staff. You MUST try this place. You will keep coming back. Love it!,0.92,0.446,0.554,0.0
394,"All-around Palate pleaser! ÌâåÊAmbience is like that of relaxing old-town nostalgia. ÌâåÊMusic is nice club techno disco. ÌâåÊDon't let the shortage of parking discourage from coming here as there is plenty of public parking in a bldg around the corner from this fabulous resto. ÌâåÊFood is very fresh, delicious and flavorful. ÌâåÊI had the chicken kebab with salad, side of hummus. ÌâåÊSauces that came with the meal just splendid! ÌâåÊHost served a complimentary lentil soup also yummy. ÌâåÊWill definitely return. ÌâåÊJoined the loyalty program.",0.9887,0.363,0.612,0.025
395,Some of the best Mediterranean food I've had. Great for quick on the go lunch or just to chill and have a bite. Service is great and the owner is really friendly. My girlfriend and I eat here a lot.,0.9509,0.325,0.675,0.0
396,"My job orders from Mo and his staff at least once and month and not only is the food always delicious, but the staff is always friendly and wonderful. They never disappoint and if you are wanting some fantastic Mediterranean Food this is the place to go to!!! What a wonderful gem for DTSA!!!",0.9812,0.354,0.646,0.0
397,This was my first time eating here and it was delicious!!the chicken kebab plate is so good! would recommend anyone here!,0.8259,0.288,0.712,0.0
398,"This place is freakin' delicious! ÌâåÊI work across the street and come here all the time so have tried a variety of things on the menu- you really can't go wrong. The chicken kabab plate is one of my favorite options- seriously the best seasoned, perfectly cooked chicken I've ever had. ÌâåÊI also love their hot pita bread and tzatziki sauce appetizer. ÌâåÊThe owner is so friendly and kind as well. ÌâåÊEvery co-worker I've brought has become addicted (this makes the wait a little longer during the business crows rush but so worth it =)",0.9725,0.256,0.713,0.032
399,"Best kabob in town. If you go you have to try the lamb kabob, it's a must try. No other restaurant compares. The competition is lacking. If I could I would give kebab place 12 stars.",0.4588,0.112,0.829,0.059
400,I've been coming here since it opened and is close to all the government buildings and courts in DTSA. I like the grilled chicken and gyros. The plates come with rice but they will do half rice/salad or all salad if you prefer. Customer service is always good. Wait time can be long if they are busy. Best to phone in to go orders.,0.9081,0.16,0.84,0.0
401,"The food is absolutely, incredibly delicious. The next Mediterranean food in the OC, even trumps my fav, Caspian. The meat, beef, lamb or chicken is cooked to perfection; tender and juicy. ÌâåÊThe staff is nice and their service is very good even during the lunch rush. Too bad it doesn't stay open later than 7 pm.",0.9255,0.244,0.705,0.05
402,"The gyro wrap is my absolute favorite, but the chicken kabob is a close second. ÌâåÊEverything is very fresh and the pita bread is the best. ÌâåÊAn easy, quick place to grab a healthy lunch in DTSA. The seasoned fries are great too!",0.968,0.389,0.539,0.073
403,"After dealing with the county office. I decided to try this new restaurant. When ÌâåÊi first passed by their was a big lunch crowd. I told myself I should try it on the way back. And I'm glad I did. Great food, larger portions and great value. I had the Chicken Kebab really nice marinated chicken breast came with rice, pita, humus, Taziki ÌâåÊsauce and a very tasty ÌâåÊgreen sauce. I'll ÌâåÊcome back again.",0.923,0.206,0.752,0.042
404,"This place is awesome! Great value, the generous portion size of the plates filled us up for a small price. The customer service was wonderful, Mo went above and beyond to be attentive, kind, and very helpful. Would absolutely go back!!! Highly recommended for fresh Mediterranean food :^)",0.9861,0.472,0.528,0.0
405,"I was in the downtown area and decided to grab some lunch. I've been craving falafel's, and saw this place. I decided to give them a try. I got the felafel wrap. It is really delicious. The falafel tastes homemade,has lots of flavor, is nice and crispy on the outside and tender on the inside. ÌâåÊIt's one of the better falafel's I've had before. The place is quaint and seems clean. Always a good thing. The parking is all paid in this area, but there is a garage around the corner. I think these are going to be a new craving for me. :-P",0.9099,0.139,0.861,0.0
406,"Great discovery during a lunch break from jury duty! It is small and tucked away but well worth searching for. ÌâåÊI had the chicken kabob plate and it was delicious, extremely tender, well seasoned chicken with basmati rice, grilled vegetables, fresh pita bread with a cilantro based dip, ÌâåÊtzatziki and salad. Delicious lunch for a very reasonable price.",0.958,0.313,0.625,0.061
407,I found this place from Yelp. I tried the chicken kabob and it was delicious! ÌâåÊThe owner was there and he came to my table to ask me how my food was and if I needed anything else. Good came quickly and service was great. I am definitely coming back.,0.9286,0.246,0.754,0.0
408,"I just popped in for some lunch because a friend recommended this place. The food is very fresh and very delicious. I highly recommend this place. I had a chicken wrap. The chicken was a big size portion and fresh to made. And the rest of the order was a good-sized portion. I could not even finish my wrap, I had to take leftovers home. And very friendly service.",0.9624,0.281,0.719,0.0
409,"If you want a juicy chicken kebab with impeccable rich flavor, this place is for you! I was so impressed by the service and the delicious food. I am a huge fan of mediterranean food and have been to many different spots over the years. Kebab Place is now my FIRST choice, there is no comparison. Thanks Kebab Place!",0.955,0.296,0.673,0.031
410,Definetly one of the best places I have tried. Food is good. Customer service is awesome. Overall very satisfied.,0.9359,0.505,0.495,0.0
411,Amazing place. The owner really takes care of you. Gyros are delicious and really big. Unlike many other places their gyros have more vegetables and meat and are more authentic. Best place in Santa Ana,0.9473,0.333,0.667,0.0
412,"Tried during Savor Santa Ana...and will definitely be back!! Stoner fries were a favorite, but everything tasted great!",0.8854,0.426,0.574,0.0
413,"food quality is really poor , high prices ,",-0.5256,0.0,0.639,0.361
414,"Tried this place today because we were in the neighborhood and I love kabobs and gyros. WORSE FOOD EVER!!! I ordered the koobideh plate and the meat was disgusting! The quality of the meat was so poor, super fatty and had hard things in it. I'm so grossed out just thinking about it.",-0.7415,0.123,0.647,0.23
415,"I wish there was a ""0"" star that I could assign to this place. Very unprofessional and rude people. Not only that the food takes for ever, food served is different than what they say in the menu The hummus is not served anymore and they charge extra. The Falafel wrap that we ordered was very dry but very expensive. Don't ever eat here.",-0.3774,0.029,0.902,0.069
416,The service was ok. Falafel was super dry and terrible.,0.4588,0.377,0.432,0.191
417,"The prices were decent (you can even get lunch special prices on the weekend), but the food was nothing special. It wasn't bad but it wasn't exceptional either. It was filling and the service was decent.",0.8472,0.218,0.782,0.0
418,Food was great! Their kebab is a must try! :) The staff were also very accommodating! Keep it up guys ! will be back for more!,0.8507,0.273,0.727,0.0
419,"Loved the food! Worth the wait! I ate every bit on my plate and loved the side dips, too!!!",0.8972,0.42,0.58,0.0
420,"I really enjoyed this place when I worked in downtown food was great and the workers were nice and I don't have anything negative to say.
",0.9259,0.415,0.585,0.0
421,"This little gem is a must! The food was excellent one of the best service was so welcoming and the beef kabob is tender and has excellent flavor. Great value for the high quality, fresh ingredients. I will definitely order from here again and recommend this to my friends.
",0.9858,0.469,0.531,0.0
422,"When I saw some Greek stoner fries in their menu, I hurriedly ordered it to try if it had a unique taste compared to other restaurants and well yeah! it was freaking terrific and delicious! All the ingredients went so well together! I'm sure of course to come around next time!",0.9164,0.276,0.678,0.046
423,"I got the chicken and beef koobideh... probably didn't spell that right... it's one of my favorite middle eastern dishes and this was pretty darn good. The meat was clearly cooked over coals. It had a great smoky flavor and wasn't dry at all! The rice was great even tho I didn't have room to finish it. The ambiance of the place is much more high end than the prices. I liked everything about the place except that we sat too close to the stage and the music was too loud. Also the belly dancers, while entertaining are not really my thing.",0.9776,0.224,0.776,0.0
424,Lots of great food and great service. Everyone was really nice and quick about getting my order and serving me food.,0.9061,0.386,0.614,0.0
425,I just moved out of state and I'm sad that I don't know when I will get to eat here again.This is the kind of place you bring your friend. The people who work here are awesome. The food is the right price and they have never skimped on anything I've gotten. I can't wait to get another gyro!,0.6696,0.121,0.829,0.049
426,Lots choices of delicious food. Pleasant service and nice staff. Everyone was really friendly and quick about getting my order and serving me food.,0.923,0.399,0.601,0.0
427,Lots of good food and good service. Everyone was really nice and quick about getting my order and serving me food.,0.8357,0.331,0.669,0.0
428,"Food is amazing, but they do take long to get you your food whether you dine in or order pick up",0.34,0.107,0.893,0.0
429,"Good place and good customer service. Lots of gread food. Everything was delicious, everyone was really nice and quick about getting my order and serving me food.",0.9117,0.354,0.646,0.0
430,The people who work here are awesome. The food is the right price and they have never skimped on anything I've gotten.,0.6249,0.163,0.837,0.0
431,Pleasant atmosphere and beautiful decor. High quality service and tasty food.,0.802,0.444,0.556,0.0
